id|notificationreferencenumber|vehicleproperty_vin|vehicleproperty_description_short|nBody|nChas|BrandModel|BrandModel2|BrandModel3|Brand|Brand2
13575|2014-000-003298-740|VN1F9C1H639751419|Модель автомобиля: OPEL MOVANOгод выпуска:2008||||||OPEL|
13576|2014-000-003294-792|VSKJVWR51U0294753|NISSAN PATHFINDER 2.5 DLE2008 г.выпускацвет - серебристыйПТС 78 ТХ 936055гос. номер М 100 ХР 34свидетельство о регистрации 34 ЕР 199709выдано РЭГ г.Фролово 26.01.2010г.|||NISSAN PATHFINDER|||FORD|
13577|2014-000-003295-653|KNMCSHLMSCP879386|Модель автомобиля: NISSAN ALMERA CLASSICгод выпуска:2011|||NISSAN ALMERA|||NISSAN|
13578|2014-000-003305-751|XWEFF242380002860|Модель автомобиля: KIA ED (Cee'd)год выпуска:2007||||||GENESIS|
13579|2014-000-003306-970|Z8TLC5FWCAM501901|Модель автомобиля: CITROEN C4год выпуска:2010||||||CITROEN|
13580|2014-000-003299-964|YV1RS614952479025|Модель автомобиля: ВОЛЬВО S60год выпуска:2005||||VOLVO S60|VOLVO S60|VOLVO|
13581|2014-000-003300-495|1FMCU93ZX8KE07688|Модель автомобиля: FORD ESCAPEгод выпуска:2008||||||FORD|
13582|2014-000-003301-712|JTEBU29J105000320|Модель автомобиля: TOYOTA LAND CRUISER 120 (PRADOгод выпуска:2004|||TOYOTA LAND CRUISER PRADO 120|||LEXUS|
13583|2014-000-003302-221|YV1RS61S942324444|Модель автомобиля: ВОЛЬВО S60год выпуска:2003||||VOLVO S60|VOLVO S60|VOLVO|
13584|2014-000-003303-718|WBAFB31070LG92681|Модель автомобиля: БМВ X5год выпуска:2000||||BMW OTHER|BMW OTHER|BMW|
13585|2014-000-003304-068|WVWEK73C46P075945|Модель автомобиля: VOLKSWAGEN PASSATгод выпуска:2005||||||AUDI|
13586|2014-000-003314-233|WVWZZZ3BZ4P099019|Модель автомобиля: VOLKSWAGEN PASSATгод выпуска:2003||||||AUDI|
13587|2014-000-003307-672|KMHDN41BP5U997865|Модель автомобиля: HYUNDAI ELANTRA 1.6 GLSгод выпуска:2004|||HYUNDAI ELANTRA|||HYUNDAI|
13588|2014-000-003308-374|WAUZZZ4B72N131247|Модель автомобиля: АУДИ ALLROADгод выпуска:2002||||AUDI OTHER|AUDI OTHER|AUDI|
13589|2014-000-003309-076|X4XNF486J60000091|Модель автомобиля: Chevrolet Lacettiгод выпуска:2006||||||ASIA|
13590|2014-000-003310-124|KNDJA723015011814|Модель автомобиля: KIA SPORTAGEгод выпуска:2000||||||KIA|
13591|2014-000-003311-979|1FMCU94105KD72311|Модель автомобиля: FORD ESCAPEгод выпуска:2005||||||FORD|
13592|2014-000-003312-670|JMZBK14Z561309338|Модель автомобиля: MAZDA 3год выпуска:2005||||||FORD|
13593|2014-000-003313-029|SJNBAAN16U0583285|Модель автомобиля: NISSAN ALMERA 1.5 COMFORTгод выпуска:2005|||NISSAN ALMERA|||NISSAN|
13594|2014-000-003315-927|X96ERB6X680001053|Модель автомобиля: VOLGA SIBERгод выпуска:2008||||||GAZ|
13595|2014-000-003316-987|X4XNE59446CS15577|Модель автомобиля: BMW 525iAгод выпуска:2006||||||ASIA|
13596|2014-000-003317-689|X9F4XXEED46B27686|Модель автомобиля: FORD ФОРД ФОКУСгод выпуска:2006||||FORD OTHER|FORD OTHER|FORD|
13597|2014-000-003318-338|X9F3XXEED35C69187|Модель автомобиля: FORD ФОРД ФОКУСгод выпуска:2005||||FORD OTHER|FORD OTHER|FORD|
13598|2014-000-003319-030|KMJWAH7JP8U048100|Модель автомобиля: HYUNDAI GRAND STAREXгод выпуска:2008||||||HYUNDAI|
13599|2014-000-003320-084|WV1ZZZ2KZ8X072531|Модель автомобиля: VOLKSWAGEN CADDYгод выпуска:2007||||||VOLKSWAGEN|
13600|2014-000-003324-146|WDC1641861A221726|Модель автомобиля: MERCEDES-BENZ ML 350год выпуска:2007||||||MERCEDES-BENZ|
13601|2014-000-003321-580|XUFCD26FJ7A002385|Модель автомобиля: Chevrolet KLAC (C 100 / Chevroгод выпуска:2007||||||CADILLAC|
13602|2014-000-003322-390|WV2ZZZ7HZ9H008113|Модель автомобиля: VOLKSWAGEN TRANSPORTER T5 TDIгод выпуска:2008||||||VOLKSWAGEN|
13603|2014-000-003323-444|SJNBAAN16U2670869|Модель автомобиля: NISSAN ALMERA 1.5 LUXURYгод выпуска:2006|||NISSAN ALMERA|||NISSAN|
13604|2014-000-003325-124|TMBEN25J7E3115849|SkodaSkoda Fabia2014желтый||||||HYUNDAI|
13606|2014-000-003327-002|JTEES42A702193745|Легковоймаркамодель ТС - TOYOTA HIGHLANDERмодель и номер двигателя - 2GR J5336772012 г.в.||||||LEXUS|
13607|2014-000-003328-221|KMHDU41DP7U262377|Автомобиль HUYNDAI ELANTRA2007 г.в.||||||HYUNDAI|
13608|2014-000-003329-915|WBA3C31050F146179|Автомобиль BMW 520I2012 г.в..||||||BMW|
13609|2014-000-003330-611|JTDBZ28E000144755|TOYOTA COROLLA2006 г.в.||||||LEXUS|
13610|2014-000-003331-671|X9FKXXEEBKBM46135|Автомобиль FORD FOCUS2011 г.в.||||||FORD|
13611|2014-000-003332-725|SAJAA51M99XJ51408|Автомобиль JAGUAR X-TYPE2008 г.в.||||||JAGUAR|
13612|2014-000-003337-377|JTNBK40K503019990|TOYOTA CAMRYтип ЛегковойДвигатель: 2GR 0303228; Кузов JTNBK40K503019990цвет серыйПТС 77 ТТ 877090|||||CHMZAP 99904|LEXUS|
13613|2014-000-003338-079|Y3M43704150000189|марка МАЗ-437041-262наименование-грузовой-прочий Категория С2005 г.в.Модель№двигателя Д-245.30Е2163347 шассирама Y3M43704150000189цвет белыймощность 150-(110) рабочий объем 4750тип дизельный разрешенная max масса 10100 изготовитель Минский автозаваод||||MAZ OTHER|MAZ OTHER|MAZ|
13614|2014-000-003339-762|TMBEC45J4D3011089|SKODA FABIA2012||||||HYUNDAI|
13615|2014-000-003340-986|XW8ZZZ7PZCG002723|VOLKSWAGEN TOUAREG2011 г.в.||||||AUDI|
13616|2014-000-003333-427|WBAFES1010LY88133|BMW X5 Тип ТС Легковой Категория ТС В Год выпуска 2007 Модель№Двигателя N65В48В 50034106 №Шасси(рамы) отсутствует № кузова WВAFES1010LY88133 Мощность двигателя (кВт/л.с.) 35496л.с.261 кВт Масса без нагрузки (кг) 2215|||BMW X5|||BMW|
13617|2014-000-003334-129|JTNBE40K903138293|TOYOTA CAMRY2007 Г.В.||||||LEXUS|
13618|2014-000-003335-189|XWB3L32EDBA118079|Автомобиль DAEWOO NEXIA G2011 г.в.|||DAEWOO NEXIA|||CHEVROLET|
13619|2014-000-003336-514|WVGZZZ7LZ8D056823|Автомобиль VOLKSWAGEN TOUAREG2008 г.в.||||||VOLKSWAGEN|
13620|2014-000-003341-688|X7LLSRAAH8H176683|RENAULT LOGAN (SR) 2008 г.в.||||||RENAULT|
13621|2014-000-003342-731|JHMFD16708S222084|HONDA CIVIC2008 г.в.||||||HONDA|
13622|2014-000-003343-081|5GRGN23U04H119604|Автомобиль HAMMER H22004 г.в.||||||HUMMER|
13623|2014-000-003344-135|TMBKK21Z6D2078451|Автомобиль SKODA OCTAVIA2012 г.в.||||||HYUNDAI|
13624|2014-000-003345-195||Автомобиль MAZDA DEMIO2012 Г.В.|||||||
13625|2014-000-003346-889|XTA211540A4832221|LADAВАЗ2009 г.в.|||||LADA OTHER|ATLETIC|
13626|2014-000-003347-932|X4XNE59456CS15927|BMW 525i2006 г.в.||||||ASIA|
13627|2014-000-003348-009|XWFS47EF1C0000112|Автомобиль марки  CADILLAC GMT926 (Escalade)2012 г.в.||||||CADILLAC|
13629|2014-000-003350-441|JTJ123456HY|dfhfgyh||||||LEXUS|
13631|2014-000-003353-295|Z94CB41AAFR226345|KiaKia Rio2014белый||||||HYUNDAI|
13647|2014-000-003355-801|XWEPC81AAE0000322|KiaKia Sportageцвет перлам.-серебристыйгод выпуска 2014||||||GENESIS|
13648|2014-000-003357-046|X96330232C0750325|а/м грузовой ГАЗ-3302322012 г.в. ПТС № 52 НМ 729025 Гос.номер М550НА43||||GAZ OTHER|GAZ OTHER|GAZ|
13650|2014-000-003359-677|WDB9066351S295261|MERCEDES-BENZ SPRINTER 315цвет белыйгод выпуска 2008номер двигателя 646986. 09 315896номер кузова WDB9066351S295261государственный регистрационный знак Т 887 ЕТ 19|||||UAZ 469|MERCEDES-BENZ|
13651|2014-000-003362-754|SALLMAM348A277180|Легковой универсал LAND ROVER RANGE ROVERГод выпуска / изготовления: 2007Шасси (рама) № ОтсутствуетКузов (коляска): SALLMAM348A277180Модель№ двигателя 428PS 201107B11152Организация-изготовительстрана ЛЕНД РОВЕРСОЕДИНЕННОЕ КОРОЛЕВСТВОПаспорт (серияномер): 77 ТУ 867987 от 13.01.2008Регистрационный знак: O550ВВ174||||LAND ROVER OTHER|LAND ROVER OTHER|LAND ROVER|
13653|2014-000-003360-693|X9FKXXEEBKDK49657|Форд Фокусгод выпуска/изгот.: 2013шасси (рама): отсутствуеткузов (коляска): Х9FKXXEEBKDK49657двигатель № IQDBDK49657организ. изгот/страна: ЗАО ФОРД МОТОР КОМПАНИ/Россияпаспорт 47 НУ 840186||||FORD OTHER|FORD OTHER|FORD|
13654|2014-000-003360-693|X9FKXXEEBKDK49664|Форд Фокусгод выпуска/изгот.: 2013шасси (рама): отсутствуеткузов (коляска): Х9FKXXEEBKDK49664двигатель № IQDBDK49664организ. изгот/страна: ЗАО ФОРД МОТОР КОМПАНИ/Россияпаспорт 47 НУ 840597||||FORD OTHER|FORD OTHER|FORD|
13655|2014-000-003361-450|WP1ZZZ9PZ9LA81680|Легковой универсал PORSCHE CAYENNE TURBO SГод выпуска / изготовления: 2008Шасси (рама): отсутствуетКузов (коляска) № WP1ZZZ9PZ9LA81680 Модель№ двигателя: М4851Т 901213Организация-изготовительстрана ДР.ИНЖ.Х.С.Ф. ПОРШЕ АГГЕРМАНИЯПаспорт (серияномер) 77 УК 160690 от 27.03.2009Регистрационный знак: Т002ТТ74||||PORSCHE OTHER|PORSCHE OTHER|PORSCHE|
13656|2014-000-003364-764|JTMDFREV505010101|Автомобиль TOYOTA RAV 4 модель 2AR E616192; год изготовления 2013мощность двигателя 180 л.с.; паспорт ТС серия 78 УТ №401536; регистрационный знак Н848КТ68|||TOYOTA RAV4|||TOYOTA|
13678|2014-000-003379-543|JTJHT00W143538495|Наименование (тип ТС)маркамодель ТС - ЛЕГКОВАЯ УНИВЕРСАЛ ЛЕКСУС LX 470 № ПТС 54 МХ 396605 Модель№ двигателя 2 UZ0788733 Цвет кузова (кабиныприцепа) ЧЕРНЫЙ||||LEXUS OTHER|LEXUS OTHER|LEXUS|
13679|2014-000-003380-625|JTEBH3FJ10K055737|Легковой TOYOTA LAND CRUISER 150 (PRADO)год выпуска 2011цвет черныйрегистрационный знак Т555ЕА62номер кузова отсутствуетПТС 78 УО № 378613 от 26.08.2011г.свидетельство о регистрации 62 УХ № 979156 от 13.09.2011г.|||TOYOTA LAND CRUISER PRADO 150|||LEXUS|
13680|2014-000-003381-929|WDB9061551N341121|Грузовой-борт Mercedes-Benz 515 CDI Sprinterгод выпуска 2007цвет белыйрегистрационный знак Х439ТО47номер кузова WDB9061551N341121паспорт транспортного средства 78 УТ № 673816 от 04.12.2013г.свидетельство о регистрации 62 22 № 615642 от 07.06.2014г.||||||MERCEDES-BENZ|
13681|2014-000-003382-620|SALLAAAF4CA636302|Легковой Land Rover Discovery 4год выпуска 2012цвет черныйрегистрационный знак С678ОВ62номер кузова отсутствуетПТС 78 УС 963369 от 09.07.2012г.свидетельство о регистрации 62 22 614044 от 27.06.2014г.||||||LAND ROVER|
13682|2014-000-003383-848|X9L212300A0287656|Легковой Chevrolet Niva 212300-55? год выпуска 2010цвет светло-серебристый металликрегистрационный знак У017ОЕ62номер кузова X9L212300A0287656паспорт транспортного средства 63 МТ № 830164 от 11.01.2010г.сводетельство о регистрации 62 ТМ № 884957 от 27.01.2010г.||||||CHEVROLET|
13683|2014-000-003384-908|X7MEN41HP7A035409|Hyundai Sonataлегковой2007 года выпускацвет: черныйкузов X7MEN41HP7A035409тип двигателя: бензиновый G4GC||||||BYD|
13684|2014-000-003385-883|X9427071050012567|А/ф изотермический 270710год выпуска 2005цвет белыйрегистрационный знак К713ОК62номер кузова 33020060351999ПТС 52 МВ 766126 от 26.12.2005г.свид-во о регистр. 62 ТУ 816645 от 18.11.2010г.||||GAZ 3302|GAZ 3302|GAZ|
13686|2014-000-003387-639|X96ERN6X4B0008186|Легковой Volga Siberгод выпуска 2010цвет серебристыйрегистрационный знак Е015ОС62номер кузова JR4100B0008211ПТС 52 НВ 255570 ОТ 07.10.2010гсвид-во о регистр. 62 ТУ 816788 от 09.12.2010г.||||||GAZ|
13687|2014-000-003388-468|Z94CB41AAFR226374|марка ТС KIA RIO; наименование (тип ТС) легковой; категория ТС В; год изготовления ТС 2014; модель№ двигателя G4FA EW513651; шасси (рама) № отсутствует; кузов (кабинаприцеп) № Z94CB41AAFR226374; цвет кузова (кабиныприцепа) бежевый||||||HYUNDAI|
13688|2014-000-003392-043|JSAJTD54V00641501|SUZUKI GRAND VITARAлегковой2011 года выпускарабочий объем двигателя 1995 куб.сммощность двигателя - 140 л.с.цвет кузова - синийтип двигателя - бензиновыйПТС (паспорт транспортного средства) 77 УА 833656государственный номер В 438 МА 154||||||SUZUKI|
13689|2014-000-003393-273|Z94CB41BBER196260|KIA RIO2014бежевый||||||HYUNDAI|
13690|2014-000-003394-774|WAUZZZ4BZYN090251|Модель автомобиля: AUDI A6год выпуска:2000||||||AUDI|
13691|2014-000-003395-476|1D4GP25B03B104676|Модель автомобиля: DODGE CARAVAN SEгод выпуска:2002|||DODGE CARAVAN|||DODGE|
13692|2014-000-003397-236|JM3LW28A560566241|Модель автомобиля: MAZDA MPVгод выпуска:2005||||||MAZDA|
13693|2014-000-003396-178|SJNFCAE11U1032253|Модель автомобиля: NISSAN NOTE 1.6 COMFORTгод выпуска:2006||||||NISSAN|
13694|2014-000-003398-927|KNAFU411BA5866694|Модель автомобиля: KIA CERATOгод выпуска:2010||||||HYUNDAI|
13695|2014-000-003399-975|X9FAXXEEDA5U51425|Модель автомобиля: FORD ФОРД ФОКУСгод выпуска:2005||||FORD OTHER|FORD OTHER|FORD|
13696|2014-000-003400-674|WDD2120481A117263|Модель автомобиля: MERCEDES-BENZ E 200 CGIгод выпуска:2009||||||MERCEDES-BENZ|
13697|2014-000-003401-982|4JGBB75E16A006324|Модель автомобиля: МЕРСЕДЕС-БЕНЦ ML 500год выпуска:2005||||MERCEDES-BENZ OTHER|MERCEDES-BENZ OTHER|MERCEDES-BENZ|
13698|2014-000-003402-487|SB1BR56L50E240553|Модель автомобиля: TOYOTA AVENSISгод выпуска:2008||||||TOYOTA|
13699|2014-000-003403-189|X9F4XXEED47K66150|Модель автомобиля: FORD ФОРД ФОКУСгод выпуска:2007||||FORD OTHER|FORD OTHER|FORD|
13700|2014-000-003404-054|X7MSC81DP9A016538|Модель автомобиля: HYUNDAI SM (Santa Fe classic)год выпуска:2009||||||BYD|
13701|2014-000-003405-733|XWFEE637170000026|Модель автомобиля: КАДИЛЛАК GMT265(6EB26SRX)год выпуска:2007||||CADILLAC OTHER|CADILLAC OTHER|CADILLAC|
13702|2014-000-003406-793|Z8TXLCW6WBM912489|Модель автомобиля: MITSUBISHI OUTLANDERгод выпуска:2011||||||CITROEN|
13703|2014-000-003407-495|XUVDB14B170007126|Модель автомобиля: CHERY SUV T11 (SQR7247)год выпуска:2007||||||CHERY|
13704|2014-000-003408-197|2C8GP64L65R168884|Модель автомобиля: CHRYSLER TOWN COUNTRYгод выпуска:2005||||||CHRYSLER|
13705|2014-000-003409-240|VF7RCRFJF76838032|Модель автомобиля: CITROEN C5год выпуска:2008||||||CITROEN|
13706|2014-000-003410-303|TMBNB46Y623381472|Модель автомобиля: ШКОДА ФАБИЯгод выпуска:2001||||||HYUNDAI|
13707|2014-000-003411-113|JN1CCUA33U0072825|Модель автомобиля: NISSAN MAXIMAгод выпуска:2000||||||INFINITI|
13708|2014-000-003412-173|WVWZZZ3CZ8E240796|Модель автомобиля: VOLKSWAGEN PASSATгод выпуска:2008||||||AUDI|
13709|2014-000-003413-693|5UXFA135X5LU46617|Модель автомобиля: BMW X5год выпуска:2004||||||BMW|
13714|2014-000-003415-519|XWB4A11CDAA284779|DAEWOO MATIZ ( государственный регистрационный знак - О031КА33)2010 г.в.|||DAEWOO MATIZ|||CHEVROLET|
13715|2014-000-003415-519|XWB4A11CDAA283470|DAEWOO MATIZ ( государственный регистрационный знак - Н782КУ33)2010 г.в.|||DAEWOO MATIZ|||CHEVROLET|
13717|2014-000-003416-297|RUTBH8FJ9D0002737|Автомобиль Toyota Land Cruiser Prado Идентификационный номер (VIN) RUTBH8FJ9D0002737 Маркамодель Toyota Land Cruiser Prado Наименование (тип ТС) легковой Год изготовления 2013 Модель№ двигателя 1КD 2303158 Цвет кузова (кабиныприцепа) темно-серый Мощность двигателял.с. (кВт) 173 (127) Рабочий объем двигателякуб. см. 2982 Государственный номер Х466ТН 57RUS Свидетельство о регистрации ТС (серияномер) 25 НР 147142|||TOYOTA LAND CRUISER PRADO 150|||TOYOTA|
13718|2014-000-003417-586||NISSAN SAFARI1994 г.в.модель№ двигателя: TD42 013903T кузов (кабинаприцеп) №: отсутствует Цвет кузова (кабиныприцепа): БЕЛЫЙ Регистрационный знак: Р232ХМ38 ПТС: 27 ММ 143259 выдан ГИБДД МРЭО УГИБДД УВД Хабаровск26.07.2007 г.|||||||
13720|2014-000-003420-165|WMAH18ZZ07W085108|Грузовой фургон MAN TGA 26.350 6*2-2 BL 2007 г.в. VIN WMAH18ZZ07W085108 ПТС 77 ТТ 763029||||||ERF|
13721|2014-000-003420-165|WSK00000001223914|Прицеп Schmitz Cargobull ZKO18 2007 г.в. VIN WSK00000001223914 ПТС 77 ТТ 763040||||||SCHMITZ CARGOBULL|
13722|2014-000-003421-030|1GYFK66838R135009|CADILLAC ESCALADE ESV 2007 г.в.VIN 1GYFK66838R135009 ПТС 78 ТУ 672346|||CADILLAC ESCALADE||VOLVO FM|CADILLAC|
13724|2014-000-003423-549||Прицеп тракторный самосвальный 2ПТСЕ-452013 г.в.заводской номер машины №1172цвет синийвид движителя колесныйПСМ серия СА №246332 от 30.09.2013 г.свидетельство о регистрации серия СА №598238государственный регистрационный знак код 61серия ЕА №6811 от 06.11.2013 г. Год выпуска 2013|||||IZH OTHER||
13725|2014-000-003424-490||Трактор Беларус 82.12013 г.в.заводской номер машины 808159227двигатель №768139коробка передач №467367основной ведущий мост (мосты) №766358 (083493-04)цвет синийвид движителя колесныймощность двигателя 81 л.с.конструкционная масса 3900 кгПСМ серия ТС №231486 от 02.04.2013 г.свидетельство о регистрации серия СА №598229государственный регистрационный знак код 61 серия ЕА №6803 от 21.10.2013 Год выпуска: 2013|||||IZH OTHER||
13726|2014-000-003425-493|TMAJU81EDEJ556824|HyundaiHYUNDAI IX352014Черный||||||HYUNDAI|
13727|2014-000-003426-547|Z94CC41BBER213015|KiaKia Rio2014голубой||||||HYUNDAI|
13729|2014-000-003428-805|VSA63809413250206|информация о транспортном средстве: марка (модель) MERSEDES-BENZ VITO 112 CDI год выпуска 1999 ЦВЕТ КРАСНЫЙ Собственник ДЕГТЯРЕВ ВАЛЕРИЙ АЛЕКСАНДРОВИЧ VIN VSA63809413250206||||||MERCEDES-BENZ|
13730|2014-000-003429-808|Z94CB41ABFR227505|автомобиль KiaKia Rio2014темно-серый||||||HYUNDAI|
13731|2014-000-003432-849|X9H73E3BJ9P000020|Автомобиль бортовой АБ-73Е3BJ ( государственный регистрационный знак Н181КУ33)2009 г.в.||||||BAW|
13733|2014-000-003435-230|Z94CU41DBDR317109|Hyundai Solaris2014черно-серый||||||HYUNDAI|
13734|2014-000-003437-359|XUUYA755JC0002679|АВТОМАШИНА МАРКИ CHEVROLET ORLANDO KLIY2012 года выпускамодель номер двигателя F18D4 298721KAкузов №XUUYA755JC0002679цвет серебристыйстоит на учете в МОГТО и РАМТС ГИБДД ГУ МВД РФ по Волгоградской обл 26.06.2012 г свидетельство 34ХР № 924147|||CHEVROLET ORLANDO||FORD CARGO|CHEVROLET|
13735|2014-000-003438-309|XWEPC811DB0000662|автомашина марки KIA SLS (SPORTAGE SL SLS)2010 года выпускамодель двигатель G4KD-AH312952кузов №XWEPC811DB0000662цвет перлам -серебристыйсостоит на учете в МОГИБДДТН и РАМТС ГУ МВД РФ по Волгоградской области 04.07.2014 гсвидетельство о регистрации ТС 34 20 790810||||||GENESIS|
13736|2014-000-003440-722|XU42824NEE0001040|Фургон 2824NE2014 года выпускапаспорт транспортного средства 52 НХ 724925 выдано ООО Автомаш г.Нижний Новгород ул.Большая Печерскаядом 77пом.4 от 05 июня 2014г.; свидетельство о регистрации ТС серия 6305 №757336; от 19.06.2014г.выдан ГИБДД РЭО г.Самары; номер двигателя ISF2.8s4129P 89599244|||||IZH OTHER|AVTOMASH|
13739|2014-000-003443-665|Z94CU51DACR063210|Автомобиль марки HYUNDAI SOLARIS||||||HYUNDAI|
13740|2014-000-003444-333|Z94CC41BBDR119194|Автомобиль марки KIA RIO||||||HYUNDAI|
13741|2014-000-003445-035|Z8NTBNT31BS036971|Автомобиль марки NISSAN X-TRAIL||||||CITROEN|
13742|2014-000-003446-885|XWF0AHM75B0001265|Автомобиль марки Opel Zafira||||||CADILLAC|
13743|2014-000-003454-590|XUS222709D0004234|Автомобиль марки 222709 Автобус II класса|||FORD TRANSIT||FORD TRANSIT|CITROEN|
13744|2014-000-003447-420|XWF0AHM75B0000294|Автомобиль марки Opel Zafira||||||CADILLAC|
13745|2014-000-003448-648|XWEPC811DD0034125|Автомобиль марки KIA SLS (SportageLSSLS)||||||GENESIS|
13746|2014-000-003449-977|XWB3L32EDCA216804|Автомобиль марки DAEWOO NEXIA GL|||DAEWOO NEXIA|||CHEVROLET|
13747|2014-000-003450-480|XWB3L32EDCA216131|Автомобиль марки DAEWOO NEXIA GL|||DAEWOO NEXIA|||CHEVROLET|
13748|2014-000-003451-182|XW8ZZZ61ZEG076053|Автомобиль марки VOLKSWAGEN POLO||||||AUDI|
13749|2014-000-003452-043|XW8ZZZ5NZBG111356|Автомобиль марки VOLKSWAGEN TIGUAN||||||AUDI|
13750|2014-000-003453-101|XUSFST613D0001790|Автомобиль марки FST613||||||CITROEN|
13751|2014-000-003455-938|XUS222709D0003733|Автомобиль марки 222709 Автобус II класса Автобус II класса (на 25 пассаж. мест)|||FORD TRANSIT||FORD TRANSIT|CITROEN|
13752|2014-000-003456-985|XUS222709C0002531|Автомобиль марки 222709 222709|||FORD TRANSIT||FORD TRANSIT|CITROEN|
13753|2014-000-003457-162|XUS222709C0002100|Автомобиль марки 222709 222709|||FORD TRANSIT||FORD TRANSIT|CITROEN|
13754|2014-000-003458-853|XUFJA696JC3005245|Автомобиль марки CHEVROLET CRUZE||||||CADILLAC|
13755|2014-000-003459-555|XTT316300E0011485|Автомобиль марки UAZ PATRIOT||||||CHEVROLET|
13756|2014-000-003460-552|XTT316300C0029987|Автомобиль марки UAZ PATRIOT||||||CHEVROLET|
13757|2014-000-003461-610|XTA21723080022076|Автомобиль марки LADA 217230 LADA PRIORA|||||LADA 2172 PRIORA HATCHBACK|ATLETIC|
13758|2014-000-003462-312|X96330250B2445968|Автомобиль марки ГАЗ 33025||||GAZ OTHER|GAZ OTHER|GAZ|
13759|2014-000-003463-014|X9FKXXEEBKCT74948|Автомобиль марки FORD ФОРД ФОКУС||||FORD OTHER|FORD OTHER|FORD|
13760|2014-000-003464-067|X9FKXXEEBKCE37940|Автомобиль марки FORD ФОРД ФОКУС||||FORD OTHER|FORD OTHER|FORD|
13761|2014-000-003465-753|X4X3B19400J119537|Автомобиль марки BMW 320I||||||ASIA|
13762|2014-000-003466-455|X4X3B19400J119537|Автомобиль марки BMW 320I||||||ASIA|
13763|2014-000-003470-075|KNAGN412BD5310879|Автомобиль марки KIA OPTIMA||||||HYUNDAI|
13764|2014-000-003471-133|JTJHK31U202030778|Автомобиль марки Lexus RX350||||||LEXUS|
13765|2014-000-003467-621|WBAUE11020E235703|Автомобиль марки BMW 116I BMW 116I||||||BMW|
13766|2014-000-003468-677|SALLAAAF6DA683570|Автомобиль марки LAND ROVER DISCOVERY 4||||||LAND ROVER|
13767|2014-000-003469-025|NMTDG26R30R032144|Автомобиль марки Toyota Verso||||||TOYOTA|
13768|2014-000-003472-300|RUMA0A18SE0022929|SSANGYONG ACTYON||||||MAZDA|
13769|2014-000-003473-800|XWEHN512BE0023484|KIA JD (CEE'D)|||KIA CEED|||GENESIS|
13771|2014-000-003475-647|JTMNV05J504112744|TOYTA LAND CRUISER 2002013 года выпускаПаспорт транспортного средства 78 УТ 501709 выдан Центральной акцизной таможней г.Москвы от 27.06.2013г.; свидетельство регистрации ТС серия 6305 №968836 от 20 августа 2013г. выдан ГИБДД РЭО г.Самары; номер двигателя IVD 0209793|||||GAZ 2310|TOYOTA|
13772|2014-000-003475-647|JTEBH3FJ20K025680|TOYOTA LAND CRUISER 150 (PRADO)2010 года выпускапаспорт транспорного средства 78 УН 116764 выдан Центральной акцизной таможней г.Москвы от 15 июля 2010г.; свидетельство регистрации ТС серия 63ТС №147044 от 20.07.2010г. выдан ГИБДД РЭО г.Самары; номер двигателя IKD 2018650|||TOYOTA LAND CRUISER PRADO 150|||LEXUS|
13773|2014-000-003476-599||трактор марки Беларус 82.1номер двигателя 740405коробка передач номер 458148цвет синийПСМ ТС 231158заводской номер 808154471|||||||
13774|2014-000-003477-765|JMBSNCY2A8U013631|Модель автомобиля: МИЦУБИСИ ЛАНСЕР 1.5год выпуска:2007|||MITSUBISHI LANCER||MITSUBISHI OTHER|MAZDA|
13775|2014-000-003478-626|JHMFD16407S225859|Модель автомобиля: ХОНДА CIVICгод выпуска:2008||||HONDA OTHER|HONDA OTHER|HONDA|
13776|2014-000-003481-027|Z94CB41AACR054620|Модель автомобиля: KIA RIOгод выпуска:2012||||||HYUNDAI|
13777|2014-000-003482-195|X9F5XXEED56U20190|Модель автомобиля: FORD ФОРД ФОКУСгод выпуска:2006||||FORD OTHER|FORD OTHER|FORD|
13778|2014-000-003483-889|YV1MS214272259810|Модель автомобиля: VOLVO S40год выпуска:2006||||||VOLVO|
13779|2014-000-003479-277|X9XFF3A5X7A009345|Модель автомобиля: GREAT WALL CC 6460 KYгод выпуска:2007|||||KAMAZ 6460|BRILLIANCE|
13780|2014-000-003480-325|VF34C5FWF55312984|Модель автомобиля: PEUGEOT 308год выпуска:2008||||||PEUGEOT|
13781|2014-000-003490-596|VF1LBVA0543876292|Модель автомобиля: RENAULT SYMBOLгод выпуска:2010||||||CITROEN|
13782|2014-000-003485-282|JHMCL96807C206404|Модель автомобиля: HONDA ACCORDгод выпуска:2007||||||HONDA|
13783|2014-000-003486-976|XWFEE63A170000194|Модель автомобиля: Сadillac GMT 265 (6EB26 SRX)год выпуска:2007||||||CADILLAC|
13784|2014-000-003487-038|WBAHN81080DT15250|Модель автомобиля: БМВ 750LIгод выпуска:2005||||BMW OTHER|BMW OTHER|BMW|
13785|2014-000-003488-882|X9F4XXEED47Y88057|Модель автомобиля: FORD ФОРД ФОКУСгод выпуска:2007||||FORD OTHER|FORD OTHER|FORD|
13786|2014-000-003489-531|VF34C5FWF55126285|Модель автомобиля: PEUGEOT 308год выпуска:2008||||||PEUGEOT|
13787|2014-000-003484-580|TMBDJ01U548764188|Модель автомобиля: SKODA OCTAVIAгод выпуска:2004||||||HYUNDAI|
